subject,subscribers,free,fee,reviews,avg reviews,level,lectures,duration,published date,subtitles,recommend
Personal Development,5681,0,1640,124,5.0,Intermediate,8,244,2003-02-05,1,0
Science,5220,1,0,1420,1.5,Beginner,11,458,2019-04-01,0,1
Personal Development,7090,0,230,2346,4.5,Expert,2,57,2007-04-01,1,1
Information Technology,7639,0,1310,5758,4.0,Beginner,11,154,2003-09-18,0,0
Music,11912,1,0,3182,5.0,Beginner,7,142,2014-06-12,1,1
Design,7492,0,940,2060,3.0,Expert,10,260,2014-02-03,1,0
Information Technology,7368,0,1000,5026,4.0,Beginner,1,35,2005-03-27,1,0
Social Sciences,9973,0,300,9495,1.5,Expert,7,155,2008-04-08,1,1
Management,10077,0,1330,3650,1.5,Beginner,5,190,2010-06-20,1,0
Personal Development,13552,0,4310,3364,0.5,Expert,12,409,2019-02-08,1,1
Photography,7595,1,0,3080,2.5,Intermediate,6,100,2017-11-13,0,1
Management,12477,0,170,488,0.0,Intermediate,1,21,2015-06-01,1,1
Design,8754,0,560,549,2.0,Expert,12,188,2004-11-30,0,0
Management,10030,1,0,4676,3.5,Intermediate,1,19,2004-03-04,0,1
Information Technology,6223,0,690,6072,1.5,Intermediate,14,179,2006-06-03,1,0
Information Technology,1730,0,320,776,0.0,Expert,13,392,2010-11-13,1,1
Personal Development,8810,0,140,2705,3.0,Expert,20,385,2018-07-30,0,1
Management,10405,1,0,7606,4.0,Beginner,8,178,2015-10-05,1,1
Social Sciences,5875,0,2610,2988,5.0,Expert,11,407,2006-08-02,1,0
Management,10057,0,550,9392,1.0,Expert,2,71,2016-02-22,1,0
Photography,4134,0,540,21,1.0,Beginner,11,528,2003-01-24,1,0
Photography,7278,1,0,499,4.0,Expert,17,173,2002-04-15,1,1
Design,6840,1,0,2769,1.0,Intermediate,25,980,2008-09-12,1,1
Management,10440,0,1490,5986,2.0,Beginner,11,112,2004-04-12,1,0
Design,8596,0,280,4676,0.0,Intermediate,6,250,2015-04-29,0,0
Music,7415,0,920,1450,4.0,Beginner,5,148,2002-08-13,0,0
Information Technology,5429,0,1430,3922,4.5,Beginner,10,318,2019-01-28,1,0
Management,8617,1,0,2424,2.5,Expert,11,409,2006-10-28,1,1
Personal Development,7483,0,450,3321,1.0,Intermediate,8,121,2008-02-24,0,0
Photography,8375,1,0,5645,1.0,Intermediate,12,377,2020-11-19,0,1
Music,9082,0,4270,6862,1.0,Intermediate,2,99,2012-06-07,1,0
Photography,8768,1,0,3708,3.5,Expert,5,159,2002-06-21,0,1
Social Sciences,7355,0,1170,6507,4.0,Beginner,14,232,2005-02-14,0,0
Photography,6212,0,750,4337,4.5,Intermediate,17,301,2006-10-02,1,0
Information Technology,13227,0,1000,8524,4.0,Expert,16,336,2020-10-15,1,1
Music,4553,0,2650,4234,1.0,Intermediate,12,378,2009-03-30,1,0
Personal Development,3788,0,870,346,0.0,Beginner,6,121,2006-06-01,0,0
Personal Development,8372,0,490,3701,0.5,Intermediate,13,536,2020-07-02,0,0
Music,5702,0,220,4058,3.0,Beginner,12,366,2016-12-12,1,0
Social Sciences,11243,0,390,1537,2.5,Beginner,6,198,2018-08-20,0,0
Music,4873,0,570,3095,2.0,Beginner,15,511,2006-10-30,1,0
Science,8076,0,1020,6918,0.5,Intermediate,7,260,2010-06-21,0,0
Personal Development,7415,1,0,4906,2.5,Expert,4,68,2014-11-05,0,1
Photography,11185,0,250,10206,4.5,Expert,6,203,2007-09-21,1,1
Personal Development,4897,0,520,2345,1.5,Intermediate,16,375,2021-07-31,0,0
Music,8954,0,1510,5908,1.0,Intermediate,11,213,2010-04-07,1,0
Science,3958,0,870,3207,2.0,Beginner,8,335,2016-11-29,0,0
Management,7399,1,0,603,2.0,Expert,8,82,2010-12-16,0,1
Design,6538,1,0,5436,0.5,Expert,9,403,2010-09-08,0,1
Management,9324,1,0,4475,0.5,Beginner,5,207,2021-07-07,0,1
Management,7252,0,1670,3732,1.5,Beginner,14,430,2008-05-23,0,0
Science,6971,0,220,1250,1.0,Beginner,9,480,2006-03-28,1,0
Photography,3934,0,1990,3667,2.0,Beginner,9,303,2017-05-18,0,0
Information Technology,5888,0,230,404,5.0,Intermediate,13,388,2013-04-18,1,1
Management,4557,0,190,1343,1.0,Intermediate,20,621,2005-12-17,0,1
Information Technology,7033,0,190,1564,2.0,Intermediate,10,492,2012-06-22,1,1
Design,7509,1,0,1107,4.0,Beginner,9,258,2008-10-10,0,1
Science,11228,0,110,4851,4.0,Expert,12,164,2002-01-12,0,1
Music,3035,0,160,227,1.0,Intermediate,15,377,2013-09-26,0,1
Science,7514,0,1970,3838,0.5,Expert,13,438,2012-03-06,0,0
Social Sciences,11647,1,0,9531,1.5,Beginner,20,439,2003-03-04,1,1
Design,6119,0,2660,5430,2.0,Intermediate,14,114,2016-12-16,1,0
Music,8459,0,550,3516,4.5,Beginner,11,356,2019-10-26,0,0
Photography,4004,0,1720,1150,3.0,Intermediate,13,442,2009-09-04,0,0
Music,10620,0,610,1527,2.0,Beginner,18,451,2007-12-04,1,0
Music,6487,0,450,7,2.5,Beginner,15,227,2021-06-17,1,0
Photography,4058,1,0,2353,5.0,Beginner,12,557,2004-01-07,0,1
Photography,7782,0,260,2519,5.0,Intermediate,11,385,2003-05-18,0,0
Social Sciences,7019,0,570,3954,1.0,Beginner,10,353,2012-08-30,1,0
Personal Development,6137,0,380,59,3.0,Expert,19,593,2004-07-23,0,1
Photography,5096,0,640,1259,5.0,Intermediate,5,191,2018-12-13,0,0
Photography,6539,1,0,695,3.0,Beginner,1,28,2021-12-24,0,1
Information Technology,1967,0,570,1812,2.0,Expert,19,320,2014-07-16,1,0
Personal Development,4020,1,0,1242,4.5,Expert,12,447,2014-05-17,1,1
Management,4917,0,2470,1417,4.5,Expert,9,311,2003-02-06,0,0
Science,9958,1,0,6341,1.5,Intermediate,10,196,2019-03-26,1,1
Photography,8388,1,0,7666,2.0,Intermediate,10,155,2007-06-24,1,1
Personal Development,8143,1,0,4022,0.0,Beginner,6,48,2015-06-03,1,1
Social Sciences,12484,0,660,2594,1.0,Beginner,5,107,2007-12-15,0,1
Social Sciences,6769,0,320,5159,3.5,Intermediate,19,280,2012-03-11,0,0
Personal Development,9028,0,1360,2110,3.0,Beginner,1,38,2012-04-07,0,0
Music,5587,1,0,5232,0.0,Intermediate,14,512,2018-06-13,0,1
Information Technology,5350,0,710,4882,4.5,Beginner,13,225,2003-10-02,0,1
Management,10099,0,930,6421,4.0,Intermediate,5,132,2004-06-07,1,0
Management,11403,0,640,6400,0.0,Expert,9,252,2017-01-30,0,0
Personal Development,8963,0,360,8046,3.5,Intermediate,15,332,2021-04-27,1,0
Personal Development,9996,0,720,111,0.5,Intermediate,6,172,2017-11-02,1,0
Science,4539,1,0,128,0.5,Beginner,16,339,2009-02-03,0,1
Design,11291,0,1140,7881,0.5,Beginner,13,443,2003-06-21,1,0
Design,2626,0,4060,518,2.5,Intermediate,3,82,2009-04-15,1,0
Photography,5730,0,4060,2950,5.0,Intermediate,10,235,2004-11-09,0,0
Science,5337,1,0,3731,0.5,Intermediate,15,216,2018-01-30,0,1
Design,13013,1,0,6570,3.5,Beginner,11,327,2003-08-20,0,1
Design,4005,1,0,2912,4.0,Intermediate,14,368,2007-08-16,0,1
Science,9486,0,270,7931,4.0,Intermediate,16,447,2013-05-30,0,0
Photography,5887,0,240,3553,4.5,Beginner,11,297,2004-10-19,0,0
Personal Development,4183,0,2320,2281,3.5,Intermediate,12,359,2013-01-24,1,0
Social Sciences,8482,0,520,1952,1.5,Expert,7,212,2007-04-05,1,0
Photography,7237,0,410,748,2.0,Expert,13,389,2019-07-18,0,1
Design,6870,0,1150,2366,4.5,Intermediate,16,391,2011-01-24,1,0
Management,11168,0,1160,2471,2.0,Intermediate,13,509,2016-05-19,0,0
Social Sciences,8035,0,690,2153,1.0,Beginner,11,382,2019-11-24,1,0
Social Sciences,10856,0,580,1715,0.0,Expert,15,537,2015-06-06,0,0
Science,11391,0,170,11228,1.0,Intermediate,10,237,2013-05-29,1,1
Music,2853,1,0,1222,5.0,Beginner,8,169,2017-04-24,0,1
Social Sciences,9403,1,0,3614,0.0,Expert,4,77,2002-10-04,1,1
Music,3183,1,0,1643,2.5,Beginner,14,352,2012-12-29,0,1
Science,11249,1,0,769,3.0,Beginner,3,129,2010-07-14,1,1
Social Sciences,7606,0,1770,1435,1.0,Beginner,16,788,2011-10-05,1,0
Management,6183,0,980,5542,0.0,Expert,17,459,2003-09-01,1,0
Music,13625,0,2610,6355,3.0,Expert,2,87,2018-03-09,1,1
Social Sciences,1026,1,0,430,2.0,Beginner,13,332,2019-07-06,1,1
Science,11680,0,2210,6572,2.5,Beginner,14,454,2012-09-23,0,0
Photography,9387,1,0,8304,3.0,Beginner,17,507,2005-04-15,0,1
Photography,8598,0,630,6440,0.0,Expert,8,288,2019-12-16,0,0
Science,8561,0,820,3474,0.5,Expert,19,781,2018-06-27,1,0
Management,7643,1,0,276,0.5,Intermediate,11,315,2009-10-08,1,1
Management,3606,1,0,2495,5.0,Expert,5,168,2008-11-20,0,1
Music,8703,0,1030,1416,2.5,Intermediate,11,561,2021-10-04,0,0
Personal Development,6306,1,0,5947,2.0,Beginner,17,277,2018-09-07,0,1
Design,8046,0,110,1350,1.0,Intermediate,14,442,2018-05-10,0,1
Social Sciences,3189,0,100,1421,2.0,Intermediate,6,171,2021-05-26,0,1
Social Sciences,4528,0,600,4307,3.5,Expert,12,367,2019-04-08,0,0
Social Sciences,7480,0,680,4082,2.5,Intermediate,14,221,2005-10-12,0,0
Science,4653,0,830,3105,2.0,Intermediate,12,478,2007-10-11,1,0
Design,7753,0,120,3930,3.0,Intermediate,13,308,2018-04-18,0,1
Management,2801,0,360,2693,3.0,Expert,15,331,2021-04-25,1,1
Music,12006,0,250,10991,3.5,Intermediate,14,636,2013-08-30,1,1
Photography,4457,0,740,1335,4.0,Beginner,18,563,2007-12-08,1,0
Personal Development,7944,0,740,6964,5.0,Beginner,16,339,2018-09-19,1,1
Photography,5982,1,0,3800,0.5,Intermediate,12,399,2021-09-14,0,1
Photography,5041,0,490,156,1.0,Beginner,3,99,2010-02-09,0,0
Music,7064,1,0,5223,0.0,Expert,12,361,2009-06-05,0,1
Information Technology,4902,0,410,4372,1.0,Expert,1,40,2014-03-31,0,1
Social Sciences,11405,0,2980,501,5.0,Expert,1,32,2007-12-27,1,0
Music,6251,0,1670,633,1.0,Beginner,6,257,2012-12-16,0,0
Management,7540,0,1180,1759,3.0,Beginner,8,120,2005-02-17,1,0
Social Sciences,4875,0,2030,1972,1.0,Beginner,7,224,2016-03-03,0,0
Design,3539,0,420,934,5.0,Intermediate,12,179,2017-08-20,1,0
Music,10749,1,0,7719,0.0,Intermediate,5,171,2019-06-21,1,1
Social Sciences,4874,0,1180,4106,0.5,Beginner,6,171,2021-08-26,1,0
Information Technology,4734,0,2080,3692,5.0,Intermediate,17,719,2013-04-26,0,0
Music,11892,0,340,8494,2.5,Expert,10,376,2010-03-25,0,1
Social Sciences,5002,0,840,2510,4.5,Expert,20,359,2007-07-21,0,0
Photography,7524,0,140,450,1.5,Beginner,7,286,2010-02-24,0,0
Personal Development,6617,0,1400,4104,4.5,Intermediate,13,685,2010-09-17,0,0
Photography,10276,0,150,4489,4.0,Beginner,7,168,2003-04-14,1,0
Science,6247,0,390,4637,5.0,Expert,12,192,2014-01-08,0,1
Design,5719,0,1190,858,0.5,Beginner,3,92,2021-02-10,1,0
Photography,4744,0,860,1845,1.5,Intermediate,5,147,2017-11-30,0,0
Science,12574,0,510,5805,0.0,Intermediate,4,149,2006-04-08,1,1
Social Sciences,11395,0,220,3132,2.0,Expert,14,308,2020-05-19,1,1
Information Technology,12372,1,0,7528,4.0,Beginner,14,674,2004-03-31,0,1
Science,10378,0,530,612,0.0,Expert,8,186,2018-04-16,0,0
Science,10781,1,0,3698,2.5,Intermediate,6,233,2019-02-02,0,1
Personal Development,3577,1,0,2079,5.0,Expert,19,378,2018-02-02,0,1
Music,10957,0,1220,580,1.5,Intermediate,9,150,2005-11-20,0,0
Information Technology,7028,0,300,5092,2.5,Beginner,12,401,2016-03-20,1,0
Information Technology,8446,0,610,3778,3.0,Expert,11,369,2009-08-04,0,0
Music,8254,1,0,2967,1.5,Intermediate,6,193,2015-06-14,1,1
Management,13406,0,1160,7340,1.5,Intermediate,22,855,2020-11-15,1,1
Personal Development,10049,0,300,9433,4.5,Expert,10,152,2017-08-01,1,1
Information Technology,8920,0,580,1489,0.0,Intermediate,17,387,2008-07-01,1,0
Information Technology,9896,0,1820,8413,4.0,Beginner,12,502,2006-08-31,1,0
Management,11446,0,700,10716,2.5,Beginner,11,341,2005-08-20,0,0
Personal Development,1996,0,390,1535,1.0,Intermediate,12,547,2010-07-06,1,0
Science,7504,0,1350,4989,2.5,Expert,7,224,2021-01-30,0,0
Management,7826,0,440,40,1.0,Beginner,12,563,2020-11-19,0,0
Science,11462,0,130,9943,1.5,Beginner,9,156,2005-09-18,0,0
Photography,4223,0,1350,2972,1.5,Expert,6,85,2010-01-26,0,0
Management,7514,0,5210,2146,3.5,Beginner,4,95,2012-07-23,0,0
Social Sciences,11772,1,0,3561,1.5,Beginner,19,518,2021-11-29,0,1
Design,8116,0,320,5982,4.5,Intermediate,15,434,2017-09-30,0,0
Science,4167,0,2990,3311,2.5,Beginner,10,429,2020-11-26,1,0
Design,0,0,1280,0,1.5,Intermediate,9,445,2013-07-06,1,0
Information Technology,6968,0,3580,4824,5.0,Expert,12,491,2008-01-29,1,0
Design,8725,0,3100,1595,1.5,Expert,24,802,2015-05-17,1,0
Social Sciences,7963,0,1070,1583,3.0,Intermediate,21,753,2016-10-08,1,0
Photography,9840,0,990,8753,3.5,Intermediate,9,317,2016-08-26,0,0
Music,10591,0,2060,1254,3.5,Expert,6,144,2021-08-11,1,0
Personal Development,6318,0,510,5532,2.0,Beginner,15,340,2002-12-31,0,0
Photography,8648,0,190,8526,2.5,Expert,13,538,2018-01-18,1,1
Design,5675,0,940,545,0.5,Beginner,9,301,2013-12-10,0,0
Management,5446,0,120,4631,4.0,Intermediate,9,301,2018-03-07,1,1
Personal Development,3118,0,110,2973,1.0,Beginner,7,202,2020-02-02,0,0
Design,8709,0,440,2669,3.0,Intermediate,7,152,2011-03-27,1,0
Design,5429,1,0,5013,4.5,Intermediate,1,37,2013-10-08,1,1
Management,4285,1,0,3583,4.0,Intermediate,13,428,2010-09-23,1,1
Photography,4608,1,0,1212,2.5,Beginner,17,523,2015-12-02,1,1
Information Technology,7087,0,160,2551,2.0,Expert,15,289,2020-08-06,1,1
Photography,13048,0,2130,9101,5.0,Expert,5,247,2005-04-19,0,1
Information Technology,11896,0,550,4227,4.0,Intermediate,2,67,2011-01-09,1,0
Information Technology,10102,0,1000,2175,1.0,Beginner,18,661,2019-01-05,1,0
Management,4808,1,0,58,1.5,Expert,14,120,2016-09-28,0,1
Music,6472,1,0,3752,1.0,Beginner,10,364,2015-10-12,0,1
Science,8203,0,360,1414,0.5,Beginner,14,382,2010-12-08,1,0
Social Sciences,3352,1,0,1450,3.5,Intermediate,15,426,2020-03-10,1,1
Photography,7402,0,220,4701,2.0,Expert,25,949,2003-01-15,1,1
Management,9269,0,240,7276,2.0,Expert,4,52,2013-12-09,1,1
Personal Development,5859,1,0,3707,2.5,Expert,10,254,2008-02-19,0,1
Photography,5499,0,310,5210,4.0,Expert,15,445,2007-05-03,1,1
Design,7343,0,1040,3686,3.5,Beginner,8,275,2013-06-08,0,0
Design,8137,0,980,1666,5.0,Beginner,5,272,2019-06-27,1,0
Science,6939,1,0,3712,5.0,Expert,12,363,2007-08-21,1,1
Design,5058,0,170,2666,2.5,Intermediate,20,463,2012-12-12,1,1
Management,10638,1,0,718,2.0,Beginner,8,140,2019-08-01,1,1
Design,9480,0,380,6313,4.5,Beginner,10,422,2007-06-24,1,0
Science,7962,0,510,4861,0.0,Expert,6,225,2017-12-10,0,0
Science,5171,1,0,1683,0.5,Expert,7,272,2011-02-07,0,1
Photography,8344,0,160,5099,0.5,Beginner,6,49,2004-09-10,1,0
Music,2364,0,250,1611,3.5,Beginner,5,120,2009-07-09,1,0
Science,6633,0,650,5042,0.0,Expert,14,338,2016-10-12,0,0
Science,6973,0,230,32,1.0,Beginner,10,321,2003-06-01,0,0
Design,6176,1,0,608,5.0,Beginner,2,29,2003-04-29,1,1
Design,7440,0,110,5478,0.0,Beginner,16,198,2009-05-28,1,0
Social Sciences,4836,0,270,4420,2.0,Expert,12,427,2010-10-17,1,1
Science,9392,0,480,2624,1.0,Expert,17,456,2011-06-17,0,1
Music,7722,1,0,3726,4.0,Beginner,3,111,2002-10-31,0,1
Design,6733,1,0,3571,2.5,Beginner,16,573,2012-09-08,1,1
Photography,6460,0,650,658,5.0,Intermediate,12,366,2008-01-21,1,0
Science,3865,0,160,1733,1.0,Beginner,23,370,2006-06-18,1,0
Information Technology,3647,0,710,2569,3.5,Intermediate,5,176,2003-10-17,1,0
Information Technology,7088,0,1050,2886,4.0,Expert,15,351,2016-02-02,0,0
Social Sciences,4766,0,180,4589,0.5,Expert,3,74,2002-05-10,0,1
Information Technology,7797,0,1150,1298,1.5,Intermediate,9,326,2019-05-26,0,0
Science,4484,0,530,1951,4.5,Expert,10,298,2014-05-09,0,0
Photography,7650,0,260,5350,3.0,Expert,1,25,2018-02-18,0,1
Music,7308,0,800,6500,0.0,Expert,4,181,2019-12-25,0,0
Design,8008,0,210,6558,2.0,Expert,12,249,2004-04-02,0,1
Photography,3401,1,0,1204,1.5,Beginner,16,126,2007-05-04,1,1
Social Sciences,6977,0,1990,4912,4.0,Intermediate,2,31,2012-09-28,0,0
Social Sciences,3592,1,0,3191,1.5,Expert,15,139,2012-05-09,1,1
Design,6523,1,0,2018,2.5,Beginner,11,329,2005-06-08,0,1
Music,10257,1,0,8186,1.0,Intermediate,10,273,2013-02-21,0,1
Science,7050,0,1920,6842,0.0,Beginner,8,401,2008-09-15,1,0
Management,9407,0,2370,4504,1.0,Intermediate,10,357,2007-05-23,0,0
Social Sciences,9378,1,0,8578,1.0,Beginner,5,142,2021-07-12,1,1
Music,10104,0,1150,8087,4.0,Expert,13,311,2016-10-07,0,0
Science,4157,0,1290,363,3.5,Expert,7,177,2021-11-08,1,0
Music,8340,1,0,2194,4.5,Expert,9,287,2020-05-09,1,1
Personal Development,6476,0,660,1137,1.5,Expert,2,22,2009-11-13,0,0
Management,11039,1,0,9645,4.0,Beginner,9,232,2018-10-11,0,1
Social Sciences,5751,0,1690,38,0.0,Intermediate,14,377,2014-07-24,1,0
Personal Development,8119,0,720,7991,3.0,Intermediate,1,27,2006-04-17,1,0
Social Sciences,7526,0,860,5227,5.0,Beginner,11,472,2011-06-15,0,0
Social Sciences,8295,0,340,4116,4.5,Intermediate,6,199,2014-02-12,1,0
Social Sciences,10990,0,320,4857,0.0,Intermediate,4,181,2004-06-30,0,0
Photography,5800,0,670,5042,2.5,Expert,8,309,2020-02-01,1,0
Information Technology,9431,0,570,8300,0.0,Expert,16,337,2009-12-07,1,0
Personal Development,9706,0,160,239,0.5,Intermediate,8,158,2014-04-09,1,1
Social Sciences,12105,0,1740,6377,3.0,Intermediate,6,174,2009-11-19,0,1
Science,7400,0,1160,5829,3.0,Expert,13,353,2007-03-20,0,0
Photography,6299,1,0,195,5.0,Beginner,13,439,2016-03-18,0,1
Photography,4346,0,2200,3764,2.5,Beginner,2,21,2012-11-01,1,0
Photography,6430,1,0,1437,1.5,Beginner,10,317,2018-01-02,0,1
Social Sciences,5006,0,1300,3600,1.5,Intermediate,1,53,2017-09-06,1,0
Science,4178,1,0,2284,4.0,Intermediate,13,649,2008-11-09,0,1
Information Technology,8664,0,700,3395,2.5,Intermediate,13,358,2012-03-15,0,0
Design,3032,0,840,880,5.0,Expert,8,155,2003-01-14,0,0
Photography,6749,0,4860,1788,0.5,Beginner,19,640,2019-04-25,0,0
Design,8882,1,0,6907,1.0,Expert,14,418,2013-09-03,0,1
Social Sciences,6350,0,1570,2688,0.5,Expert,3,96,2012-07-31,0,0
Information Technology,7753,1,0,2390,0.0,Beginner,9,132,2013-01-23,0,1
Information Technology,5328,0,2050,2408,4.0,Expert,3,104,2007-04-17,1,0
Social Sciences,9927,0,680,2010,3.5,Intermediate,10,338,2018-04-11,1,0
Music,10005,1,0,2026,2.0,Beginner,10,457,2020-06-17,1,1
Design,7353,0,340,2153,4.5,Expert,6,246,2007-06-06,0,1
Music,8764,0,1270,5112,1.5,Expert,4,172,2014-02-01,1,0
Music,7989,0,270,6035,0.0,Beginner,10,351,2009-09-01,0,0
Music,5529,0,1270,3394,4.0,Expert,12,143,2008-05-20,0,0
Photography,6489,0,280,6078,4.5,Expert,11,385,2011-08-10,0,1
Photography,5876,0,1020,5841,5.0,Beginner,9,272,2013-02-23,0,1
Personal Development,6164,0,1310,4465,0.5,Beginner,9,292,2006-03-19,0,0
Social Sciences,11073,0,1870,8199,4.5,Intermediate,12,586,2017-10-05,0,0
Information Technology,4576,0,210,2797,3.5,Beginner,11,458,2003-12-17,1,0
Information Technology,5896,0,2440,5095,3.0,Intermediate,10,313,2012-01-07,0,0
Management,3289,1,0,2002,4.5,Expert,17,587,2005-11-28,1,1
Personal Development,8901,0,160,2829,0.0,Intermediate,14,310,2009-07-17,0,1
Music,6922,1,0,724,4.0,Intermediate,8,44,2019-10-27,1,1
Social Sciences,6481,1,0,2009,0.5,Expert,11,399,2004-02-26,1,1
Science,8026,0,1820,3885,3.0,Beginner,12,465,2008-07-09,1,0
Science,13172,0,500,10663,3.5,Beginner,8,334,2017-09-02,0,1
Information Technology,9303,0,1660,1113,2.0,Beginner,19,555,2011-10-25,1,0
Design,5834,0,1340,5335,0.5,Beginner,11,315,2009-01-01,1,0
Personal Development,8920,0,840,3500,1.5,Expert,11,158,2002-07-06,1,0
Photography,5898,0,1070,5576,0.5,Intermediate,13,332,2017-08-18,1,0
Management,8481,0,190,6442,0.5,Beginner,1,21,2014-07-19,0,0
Management,9964,0,7150,7290,2.0,Intermediate,11,513,2006-05-30,1,0
Management,11625,0,1290,9530,0.5,Expert,10,340,2021-05-18,0,0
Social Sciences,6355,0,420,3714,1.5,Beginner,8,317,2021-07-12,1,0
Science,7329,0,550,5994,1.5,Expert,11,293,2018-01-05,0,0
Photography,4583,1,0,899,5.0,Expert,11,329,2003-01-15,0,1
Personal Development,11406,1,0,6629,5.0,Beginner,16,469,2007-08-19,0,1
Design,8003,0,800,7077,5.0,Expert,9,349,2017-09-05,0,1
Music,4689,0,730,2954,4.5,Intermediate,5,173,2015-09-10,0,0
Music,7768,1,0,144,3.0,Expert,5,129,2017-05-22,0,1
Social Sciences,7832,0,520,4689,5.0,Intermediate,14,566,2006-02-04,1,0
Personal Development,6815,1,0,4243,1.5,Intermediate,14,450,2003-05-10,1,1
Information Technology,7126,0,830,637,0.5,Expert,13,279,2015-10-15,1,0
Management,5388,0,1770,2812,5.0,Beginner,8,254,2010-07-14,0,0
Personal Development,7574,1,0,5369,4.5,Beginner,5,97,2010-10-31,0,1
Social Sciences,9635,0,1040,379,0.5,Expert,8,316,2008-08-31,0,0
Design,10037,1,0,8676,1.5,Beginner,3,130,2016-01-13,0,1
Design,6748,0,5480,4755,3.0,Intermediate,13,0,2007-03-01,0,0
Personal Development,13510,1,0,7162,0.0,Intermediate,4,131,2002-11-14,0,1
Design,8568,0,240,2421,4.5,Expert,14,571,2021-11-12,1,1
Photography,12474,0,270,2468,0.5,Beginner,7,130,2007-06-09,1,1
Management,7558,1,0,5088,1.5,Beginner,13,456,2013-12-02,0,1
Design,8915,0,1640,5570,0.0,Intermediate,15,282,2015-12-12,1,0
Management,8033,1,0,458,5.0,Beginner,10,468,2016-03-14,1,1
Science,6678,0,1010,3772,2.0,Intermediate,13,345,2005-10-02,1,0
Photography,9732,0,110,8638,2.0,Beginner,4,133,2013-11-17,1,0
Photography,4974,0,1120,2242,3.5,Intermediate,8,12,2009-03-22,1,0
Management,7411,0,710,165,2.5,Expert,1,16,2003-05-20,1,0
Music,11045,0,2510,5274,0.0,Expert,9,402,2019-07-25,1,0
Management,6281,1,0,3654,0.0,Expert,5,92,2009-05-29,1,1
Science,7597,0,530,2949,3.5,Beginner,14,301,2021-06-07,0,0
Design,4734,1,0,4227,4.0,Expert,14,624,2010-01-03,0,1
Science,5286,0,580,3745,3.5,Beginner,20,887,2014-10-21,0,0
Design,11974,0,1250,2917,4.5,Expert,3,70,2020-12-13,1,0
Photography,7372,0,2080,3379,3.0,Intermediate,10,411,2009-03-25,0,0
Social Sciences,9569,0,190,1138,1.5,Beginner,7,208,2020-10-11,1,0
Social Sciences,2666,1,0,1192,4.5,Intermediate,12,463,2017-02-19,1,1
Design,6210,0,1380,6062,0.0,Intermediate,4,119,2007-01-05,0,0
Design,7712,0,3470,6780,1.0,Intermediate,5,136,2015-12-11,0,0
Design,6672,1,0,3310,2.5,Beginner,1,28,2006-01-01,1,1
Personal Development,8677,0,600,2756,3.5,Expert,15,548,2012-11-30,1,0
Science,6189,0,840,2843,1.0,Beginner,12,359,2011-08-14,0,0
Management,5202,0,1200,44,3.0,Intermediate,13,258,2002-10-14,1,0
Design,11101,0,3910,5301,0.0,Beginner,12,395,2005-08-11,1,0
Social Sciences,8873,0,660,7357,1.5,Intermediate,9,239,2017-07-06,0,0
Design,4109,0,200,3343,3.0,Expert,3,151,2005-09-29,1,1
Social Sciences,12334,0,530,6405,0.5,Intermediate,4,80,2012-01-29,0,1
Management,6237,0,5590,6015,4.5,Expert,9,24,2007-04-20,0,1
Information Technology,7687,1,0,6725,2.5,Expert,8,128,2006-05-14,0,1
Music,2640,0,2600,1533,4.0,Intermediate,11,527,2019-03-21,0,0
Management,8909,0,1060,1922,2.0,Beginner,1,55,2010-01-24,1,0
Design,8226,0,1100,2990,1.5,Expert,5,124,2008-05-07,0,0
Music,7914,0,850,4188,1.5,Expert,12,346,2007-07-07,1,0
Social Sciences,6100,1,0,4087,1.0,Intermediate,5,144,2011-09-11,0,1
Music,3651,0,1040,1508,3.0,Beginner,8,263,2009-11-09,0,0
Design,3227,1,0,2992,0.0,Beginner,12,461,2009-05-16,0,1
Science,5625,0,1410,2928,5.0,Intermediate,12,435,2016-03-07,1,0
Music,8447,1,0,7093,3.5,Expert,1,28,2005-08-05,1,1
Music,6389,0,1990,6029,4.5,Expert,3,78,2014-12-14,1,1
Management,1993,0,160,1104,3.5,Expert,13,265,2017-08-06,1,1
Photography,9826,1,0,5108,0.0,Intermediate,17,539,2014-04-10,1,1
